City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Hyderabad,2017-01-31,54.98,115.66,10.14,46.64,16.51,17.73,0.0,12.33,53.74,110.0,Moderate
Hyderabad,2017-02-01,44.56,87.45,10.32,35.7,9.92,16.81,0.0,5.74,74.98,151.0,Moderate
Hyderabad,2017-02-02,52.36,96.1,10.06,37.44,9.36,16.25,0.0,3.48,68.59,102.0,Moderate
Hyderabad,2017-02-03,58.81,109.98,9.92,42.23,10.17,16.49,0.0,8.29,76.03,113.0,Moderate
Hyderabad,2017-02-04,68.29,141.85,10.64,52.03,12.26,17.59,0.0,13.7,82.95,149.0,Moderate
Hyderabad,2017-02-05,56.73,117.29,9.79,45.95,10.79,18.65,0.0,11.04,98.75,164.0,Moderate
Hyderabad,2017-02-06,64.14,136.36,17.54,52.4,8.17,17.5,0.0,18.17,61.34,118.0,Moderate
Hyderabad,2017-02-07,93.54,188.21,8.44,60.66,11.41,26.73,0.0,25.9,42.44,185.0,Moderate
Hyderabad,2017-02-08,83.13,163.13,7.1,51.31,8.72,22.71,0.0,17.22,45.33,180.0,Moderate
Hyderabad,2017-02-09,70.3,134.14,8.62,45.89,10.47,19.35,0.0,7.48,50.11,161.0,Moderate
Hyderabad,2017-02-10,64.97,108.1,8.71,35.98,7.61,15.93,0.0,5.02,67.42,121.0,Moderate
Hyderabad,2017-02-11,41.77,,6.28,27.85,3.04,13.23,0.0,1.8,64.54,115.0,Moderate
Hyderabad,2017-02-12,39.67,,9.79,32.34,4.54,12.49,0.0,3.08,47.55,78.0,Satisfactory
Hyderabad,2017-02-14,62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,137.0,Moderate
Hyderabad,2017-02-15,66.1,129.76,13.81,40.94,12.43,17.52,0.08,10.89,38.79,123.0,Moderate
Hyderabad,2017-02-16,85.12,173.28,12.04,46.28,14.03,22.99,0.11,23.38,40.55,158.0,Moderate
Hyderabad,2017-02-17,82.76,203.34,13.26,46.37,15.73,26.52,0.28,29.72,37.61,193.0,Moderate
Hyderabad,2017-02-18,75.46,197.99,15.75,46.97,15.11,27.44,0.24,33.86,39.71,179.0,Moderate
Hyderabad,2017-02-19,63.58,163.83,10.87,40.25,9.18,31.66,0.23,27.84,50.72,141.0,Moderate
Hyderabad,2017-02-20,57.61,157.84,8.41,35.93,8.46,39.69,0.25,22.31,39.94,160.0,Moderate
Hyderabad,2017-02-21,53.34,144.79,11.52,44.31,13.02,22.19,0.24,25.23,39.26,128.0,Moderate
Hyderabad,2017-02-22,65.52,167.51,12.37,46.93,13.69,30.84,0.27,20.72,49.52,161.0,Moderate
Hyderabad,2017-02-23,72.0,184.43,13.74,48.13,14.06,29.77,0.28,24.77,52.2,164.0,Moderate
Hyderabad,2017-02-24,68.68,178.16,14.91,44.73,14.36,41.8,0.21,30.71,56.79,183.0,Moderate
